notriad;no_order;emotion;FINAL
4;2;5;3.6980
4;2;5;16.1074
4;2;5;5.9995
4;2;5;5.8553
4;2;5;14.1549
4;2;5;12.7300
4;2;5;3.5885
4;2;5;1.4031
4;2;5;6.3485
4;2;5;5.1147
4;2;5;3.4734
4;2;5;4.4214
4;2;5;11.4559
4;2;5;9.5956
4;2;5;3.3336
4;2;5;2.3752
4;2;5;13.4234
4;2;5;10.6072
4;2;5;11.0069
4;2;5;11.8774
4;2;5;10.2217
4;2;5;2.4868
4;2;5;5.1542
4;2;5;12.0832
4;2;5;5.9241
4;2;5;8.5799
4;2;5;7.6115
4;2;5;17.3686
4;2;5;6.4406
4;2;5;5.7569
4;2;5;6.7579
4;2;5;7.3519
4;2;5;14.7898
4;2;5;14.6456
4;2;5;6.4018
4;2;5;5.3999
4;2;5;6.7188
4;2;5;7.3944
4;2;5;12.0371
4;2;5;11.5215
4;2;5;7.0125
4;2;5;7.8414
4;2;5;3.6170
4;2;5;13.5326
4;2;5;9.6960
4;2;5;8.6951
4;2;5;22.7646
4;2;5;1.9219
4;2;5;1.9794
4;2;5;20.8176
4;2;5;19.3926
4;2;5;8.7341
4;2;5;8.0585
4;2;5;7.4179
4;2;5;5.8665
4;2;5;8.8958
4;2;5;9.2302
4;2;5;4.2428
4;2;5;14.5397
4;2;5;11.1534
4;2;5;10.0891
4;2;5;23.9380
4;2;5;2.2073
4;2;5;2.0965
4;2;5;21.9798
4;2;5;20.5548
4;2;5;10.2235
4;2;5;9.2208
4;2;5;7.4726
4;2;5;7.1802
4;2;6;8.7570
4;2;6;14.9968
4;2;6;8.4634
4;2;6;2.1388
4;2;6;8.4173
4;2;6;16.8807
4;2;6;7.0673
4;2;6;11.2008
4;2;6;19.6509
4;2;6;4.9351
4;2;6;6.0986
4;2;6;12.4869
4;2;6;20.9480
4;2;6;4.2404
4;2;6;3.8062
4;2;6;11.4278
4;2;6;3.6684
4;2;6;4.8179
4;2;6;12.0628
4;2;6;14.8330
4;2;6;16.1301
4;2;6;9.0322
4;2;6;15.1038
4;2;6;23.5627
4;2;6;7.0099
4;2;6;3.9156
4;2;6;3.4579
4;2;6;18.7448
4;2;6;6.0566
4;2;6;10.9614
4;2;6;19.4248
4;2;6;3.9288
4;2;6;1.1257
4;2;6;3.1872
4;2;6;14.6069
4;2;6;4.1824
4;2;6;14.4462
4;2;6;7.9106
4;2;6;1.7941
4;2;6;16.3279
4;2;6;19.0993
4;2;6;20.3952
4;2;6;4.2699
4;2;6;23.0099
4;2;6;18.8720
4;2;6;6.5995
4;2;6;2.6364
4;2;6;9.3226
4;2;6;7.5589
4;2;6;10.3291
4;2;6;11.6262
4;2;6;4.9262
4;2;6;14.2410
4;2;6;10.1030
4;2;6;8.7802
4;2;6;8.4661
4;2;6;7.3151
4;2;6;6.6433
4;2;6;10.3567
4;2;6;13.7735
4;2;6;14.4943
4;2;6;6.3304
4;2;6;17.2582
4;2;6;13.2981
4;2;6;6.5424
4;2;6;6.0636
4;2;6;14.4654
4;2;6;7.9525
4;2;6;1.6227
4;2;6;16.3493
4;2;6;19.1195
4;2;6;20.4165
4;2;6;4.7206
4;2;6;23.0313
4;2;6;18.8933
4;2;6;2.8707
4;2;6;8.7903
4;2;6;6.1118
4;2;6;4.2018
4;2;6;7.5932
4;2;6;15.9844
4;2;6;2.4246
4;2;6;3.6735
4;2;6;4.9636
4;2;6;11.1747
4;2;6;7.5783
4;2;6;3.4404
4;2;6;15.4316
4;2;6;6.6626
4;2;6;10.2010
4;2;6;15.4529
4;2;6;5.2180
4;2;6;8.8535
4;2;6;17.1532
4;2;6;3.2200
4;2;6;2.7503
4;2;6;3.8014
4;2;6;12.3925
4;2;6;6.4161
4;2;6;2.2781
4;2;6;16.6108
4;2;6;7.8656
4;2;6;12.1576
4;2;6;16.6152
4;2;6;1.9579
5;1;1;1.6087
5;1;1;13.3737
5;1;1;12.7999
5;1;1;11.0973
5;1;1;11.7223
5;1;1;24.2786
5;1;1;7.0498
5;1;1;7.6822
5;1;1;20.2982
5;1;1;4.0765
5;1;1;6.9880
5;1;1;6.5969
5;1;1;6.3902
5;1;1;17.9727
5;1;1;13.9633
5;1;1;7.5832
5;1;1;8.2083
5;1;1;20.7649
5;1;1;3.5384
5;1;1;0.6725
5;1;1;14.4586
5;1;1;4.4177
5;1;1;4.8631
5;1;1;8.9985
5;1;1;15.3185
5;1;1;11.3005
5;1;1;2.6874
5;1;1;11.8045
5;1;1;10.5135
5;1;1;9.9147
5;1;1;2.8882
5;1;1;21.5174
5;1;1;17.5021
5;1;1;3.5493
5;1;1;18.0036
5;1;1;6.2126
5;1;1;4.9103
5;1;1;5.7077
5;1;1;17.1561
5;1;1;7.1244
5;1;1;3.6641
5;1;1;10.8501
5;1;1;3.9087
5;1;1;8.1960
5;1;1;14.3950
5;1;1;3.6086
5;1;1;3.4045
5;1;1;9.8757
5;1;1;14.7036
5;1;1;10.6562
5;1;1;3.5871
5;1;1;11.1896
5;1;1;1.6555
5;1;1;6.9878
5;1;1;7.5811
5;1;1;18.6407
5;1;1;17.9873
5;1;1;5.4267
5;1;1;29.7054
5;1;1;25.6668
5;1;1;11.7327
5;1;1;26.1913
5;1;1;14.3873
5;1;1;8.1880
5;1;1;22.5828
5;1;1;15.0562
5;1;1;3.3342
5;1;1;4.0667
5;1;1;16.0750
5;1;1;8.3986
5;1;1;4.3518
5;1;1;9.6893
5;1;1;4.8845
5;1;1;7.1195
5;1;1;13.2090
5;1;1;1.9287
5;1;1;6.3087
5;1;1;21.3317
5;1;1;4.1240
5;1;1;4.8591
5;1;1;16.6659
5;1;1;7.6974
5;1;1;3.6553
5;1;1;10.3083
5;1;1;4.1834
5;1;1;7.6685
5;1;1;13.8482
5;1;1;1.0491
5;1;1;7.0197
5;1;1;22.0120
5;1;1;0.9546
5;1;1;1.7419
5;1;1;2.7569
5;1;1;14.3044
5;1;1;10.0428
5;1;1;6.0254
5;1;1;7.9387
5;1;1;6.5292
5;1;1;5.3242
5;1;1;11.4793
5;1;1;3.1802
5;1;1;4.6611
5;1;1;19.6626
5;1;1;2.2519
5;1;1;2.4879
5;1;2;8.1467
5;1;2;8.7307
5;1;2;21.0547
5;1;2;3.2240
5;1;2;1.8732
5;1;2;14.7487
5;1;2;1.5264
5;1;2;12.0946
5;1;2;18.2936
5;1;2;3.9782
5;1;2;11.4797
5;1;2;26.4814
5;1;2;5.1746
5;1;2;4.4734
5;1;2;6.8420
5;1;2;2.9856
5;1;2;4.3581
5;1;2;10.9143
5;1;2;13.4820
5;1;2;9.4431
5;1;2;4.5363
5;1;2;9.9679
5;1;2;1.9975
5;1;2;8.0592
5;1;2;6.3594
5;1;2;1.5150
5;1;2;16.2259
5;1;2;5.1607
5;1;2;5.7967
5;1;2;3.4404
5;1;2;7.3878
5;1;2;7.4224
5;1;2;6.2479
5;1;2;18.0308
5;1;2;14.1726
5;1;2;1.0794
5;1;2;14.5826
5;1;2;3.0811
5;1;2;3.4868
5;1;2;10.9083
5;1;2;4.2514
5;1;2;11.6746
5;1;2;10.0881
5;1;2;10.5960
5;1;2;8.2500
5;1;2;5.7505
5;1;2;6.4999
5;1;2;18.9319
5;1;2;5.3823
5;1;2;3.1116
5;1;2;12.6260
5;1;2;2.8197
5;1;2;9.9718
5;1;2;16.1707
5;1;2;1.7760
5;1;2;9.3569
5;1;2;24.3587
5;1;2;3.2085
5;1;2;2.4263
5;1;2;4.6960
5;1;2;6.4777
5;1;2;6.2053
5;1;2;6.8962
5;1;2;17.4987
5;1;2;13.4543
5;1;2;1.1567
5;1;2;13.9846
5;1;2;2.1801
5;1;2;4.0553
5;1;2;10.3761
5;1;2;3.0553
5;1;2;12.2131
5;1;2;9.1790
5;1;2;9.8015
5;1;2;7.4559
5;1;2;11.5102
5;1;2;11.0737
5;1;2;2.1653
5;1;2;22.2656
5;1;2;18.3434
5;1;2;4.5448
5;1;2;18.7590
5;1;2;7.0951
5;1;2;1.7977
5;1;2;15.1433
5;1;2;8.1138
5;1;2;7.4407
5;1;2;14.2136
5;1;2;14.7448
5;1;2;12.3989
5;1;2;1.5543
5;1;2;2.8498
5;1;2;12.6566
5;1;2;11.6873
5;1;2;7.6638
5;1;2;6.3005
5;1;2;8.1732
5;1;2;3.7224
5;1;2;9.8385
5;1;2;4.7588
5;1;2;3.0163
5;1;2;18.0181
5;1;2;3.5750
5;1;2;4.1238
5;1;2;1.6611
5;1;2;4.4691
5;1;2;4.9718
5;1;2;8.9883
5;1;2;15.5659
5;1;2;11.5185
5;1;2;2.6418
5;1;2;12.0519
5;1;2;1.6850
5;1;2;6.1045
5;1;2;8.4434
5;1;2;1.5733
5;1;2;14.1900
5;1;2;7.1674
5;1;2;7.8736
5;1;2;5.5232
5;1;2;13.3268
5;1;2;12.7081
5;1;2;0.6496
5;1;2;24.2806
5;1;2;20.2831
5;1;2;6.3575
5;1;2;20.7666
5;1;2;8.9833
5;1;2;2.8199
5;1;2;17.1581
5;1;2;9.7937
5;1;2;5.4247
5;1;2;16.0234
5;1;2;16.6418
5;1;2;14.2814
5;1;2;5.7763
5;1;2;6.4013
5;1;2;18.9989
5;1;2;5.4010
5;1;2;1.4623
5;1;2;12.6767
5;1;2;1.8892
5;1;2;10.0054
5;1;2;16.2148
5;1;2;2.2604
5;1;2;9.3827
5;1;2;24.3859
5;1;2;3.0776
5;1;2;2.3764
5;1;2;4.7391
5;1;2;1.8224
5;1;2;2.5879
5;1;2;14.6319
5;1;2;9.7123
5;1;2;5.6775
5;1;2;8.2859
5;1;2;6.1982
5;1;2;5.6338
5;1;2;11.8246
5;1;2;3.1869
5;1;2;4.9913
5;1;2;19.9937
5;1;2;1.8359
5;1;2;2.4152
5;1;2;1.1066
5;1;2;11.7885
5;1;2;11.1627
5;1;2;1.9955
5;1;2;22.8849
5;1;2;18.8378
5;1;2;4.9122
5;1;2;19.3709
5;1;2;7.5675
5;1;2;1.3701
5;1;2;15.7623
5;1;2;8.1835
5;1;2;6.9031
5;1;2;14.4864
5;1;2;15.1875
5;1;2;12.8421
5;1;2;5.1761
5;1;2;6.1335
5;1;2;17.1445
5;1;2;7.1419
5;1;2;4.3599
5;1;2;10.8404
5;1;2;4.0568
5;1;2;8.1767
5;1;2;14.3808
5;1;2;1.3793
5;1;2;7.5618
5;1;2;22.5635
5;1;2;2.9623
5;1;2;2.1466
5;1;2;3.4623
5;1;2;9.6293
5;1;2;9.0012
5;1;2;3.9230
5;1;2;20.7234
5;1;2;16.6765
5;1;2;2.8505
5;1;2;17.2094
5;1;2;5.4902
5;1;2;1.1051
5;1;2;13.6009
5;1;2;6.0293
5;1;2;9.0297
5;1;2;12.3249
5;1;2;13.0286
5;1;2;10.6806
5;1;2;12.5446
5;1;2;11.9062
5;1;2;2.6894
5;1;2;23.6155
5;1;2;19.5727
5;1;2;5.6428
5;1;2;20.1015
5;1;2;8.2970
5;1;2;2.7834
5;1;2;16.4930
5;1;2;8.9761
5;1;2;6.0977
5;1;2;15.2355
5;1;2;15.9194
5;1;2;13.5728
5;1;3;4.7126
5;1;3;5.2908
5;1;3;17.7582
5;1;3;6.5204
5;1;3;3.2194
5;1;3;11.4523
5;1;3;3.4285
5;1;3;8.7981
5;1;3;14.9972
5;1;3;1.2759
5;1;3;8.1832
5;1;3;23.1850
5;1;3;1.8781
5;1;3;1.2243
5;1;3;3.5224
5;1;3;4.0554
5;1;3;5.4303
5;1;3;13.2430
5;1;3;11.0945
5;1;3;7.9227
5;1;3;6.9388
5;1;3;8.2401
5;1;3;4.2829
5;1;3;10.4818
5;1;3;4.3370
5;1;3;4.0324
5;1;3;18.6697
5;1;3;4.8007
5;1;3;4.5827
5;1;3;2.9106
5;1;3;5.0702
5;1;3;6.3845
5;1;3;10.4121
5;1;3;13.8666
5;1;3;10.7436
5;1;3;4.1061
5;1;3;10.9956
5;1;3;2.0147
5;1;3;7.6510
5;1;3;7.1046
5;1;3;3.0961
5;1;3;15.8388
5;1;3;7.3563
5;1;3;7.3758
5;1;3;5.2748
5;1;3;7.3363
5;1;3;7.9812
5;1;3;20.6087
5;1;3;3.8334
5;1;3;1.4339
5;1;3;14.2601
5;1;3;1.3525
5;1;3;11.6128
5;1;3;17.8003
5;1;3;3.8001
5;1;3;10.9426
5;1;3;25.9601
5;1;3;4.6399
5;1;3;3.9565
5;1;3;6.3232
5;1;3;3.7801
5;1;3;5.2320
5;1;3;12.0930
5;1;3;12.2292
5;1;3;8.2129
5;1;3;5.7555
5;1;3;8.7152
5;1;3;3.1028
5;1;3;9.2936
5;1;3;5.1067
5;1;3;2.8406
5;1;3;17.4761
5;1;3;4.6587
5;1;3;4.5923
5;1;3;2.7869
5;1;3;9.9452
5;1;3;9.3377
5;1;3;3.4642
5;1;3;20.9597
5;1;3;16.9318
5;1;3;2.9929
5;1;3;17.4456
5;1;3;5.6435
5;1;3;1.1577
5;1;3;13.8371
5;1;3;6.4119
5;1;3;8.7457
5;1;3;12.6399
5;1;3;13.2784
5;1;3;10.9196
5;1;3;3.0742
5;1;3;4.5634
5;1;3;11.5316
5;1;3;12.7472
5;1;3;8.8138
5;1;3;5.2255
5;1;3;9.2376
5;1;3;2.5714
5;1;3;8.7704
5;1;3;5.6246
5;1;3;2.1348
5;1;3;16.9582
5;1;3;4.7983
5;1;3;5.2278
5;1;3;2.8735
5;1;3;5.4457
5;1;3;5.8427
5;1;3;7.9484
5;1;3;16.4670
5;1;3;12.4196
5;1;3;1.8180
5;1;3;12.9529
5;1;3;1.2304
5;1;3;5.1114
5;1;3;9.3444
5;1;3;2.4898
5;1;3;13.2594
5;1;3;8.1526
5;1;3;8.7725
5;1;3;6.4242
5;1;3;14.2491
5;1;3;13.5960
5;1;3;1.1144
5;1;3;25.3107
5;1;3;21.2756
5;1;3;7.3384
5;1;3;21.7967
5;1;3;10.0012
5;1;3;3.8058
5;1;3;18.1882
5;1;3;10.6705
5;1;3;4.3954
5;1;3;16.9400
5;1;3;17.6214
5;1;3;15.2680
5;1;3;7.4392
5;1;3;8.0237
5;1;3;20.4591
5;1;3;3.8405
5;1;3;1.4363
5;1;3;14.1484
5;1;3;1.1772
5;1;3;11.4781
5;1;3;17.6868
5;1;3;3.4613
5;1;3;10.8669
5;1;3;25.8650
5;1;3;4.5582
5;1;3;3.8569
5;1;3;6.2509
5;1;3;7.2621
5;1;3;6.8369
5;1;3;6.1856
5;1;3;18.2621
5;1;3;14.2679
5;1;3;0.8484
5;1;3;14.7512
5;1;3;3.0167
5;1;3;3.3086
5;1;3;11.1398
5;1;3;3.7010
5;1;3;11.4438
5;1;3;9.9531
5;1;3;10.6165
5;1;3;8.2427
5;1;3;14.4192
5;1;3;13.7676
5;1;3;1.2453
5;1;3;25.4197
5;1;3;21.4061
5;1;3;7.4588
5;1;3;21.9056
5;1;3;10.1134
5;1;3;3.9119
5;1;3;18.2971
5;1;3;10.8617
5;1;3;4.2857
5;1;3;17.1117
5;1;3;17.7547
5;1;3;15.3884
5;1;3;2.8311
5;1;3;4.0548
5;1;3;13.7655
5;1;3;10.5200
5;1;3;6.7799
5;1;3;7.4614
5;1;3;7.1698
5;1;3;4.7985
5;1;3;11.0018
5;1;3;3.4276
5;1;3;4.1836
5;1;3;19.1853
5;1;3;3.3355
5;1;3;3.3682
5;1;3;1.3534
5;1;3;6.1426
5;1;3;6.4672
5;1;3;7.2605
5;1;3;17.0889
5;1;3;13.0594
5;1;3;1.2265
5;1;3;13.5749
5;1;3;1.9091
5;1;3;4.4434
5;1;3;9.9664
5;1;3;3.2019
5;1;3;12.6165
5;1;3;8.8435
5;1;3;9.4102
5;1;3;7.0582
5;1;3;15.5462
5;1;3;14.8984
5;1;3;2.6075
5;1;3;26.5230
5;1;3;22.5270
5;1;3;8.5753
5;1;3;23.0107
5;1;3;11.2316
5;1;3;5.0338
5;1;3;19.4007
5;1;3;11.9923
5;1;3;3.1831
5;1;3;18.2387
5;1;3;18.8778
5;1;3;16.5079
5;1;4;10.2580
5;1;4;14.8199
5;1;4;4.9726
5;1;4;3.1944
5;1;4;8.1353
5;1;4;12.6841
5;1;4;14.2747
5;1;4;4.0313
5;1;4;1.7771
5;1;4;12.1519
5;1;4;19.0418
5;1;4;9.0669
5;1;4;4.2359
5;1;4;16.9180
5;1;4;5.0701
5;1;4;8.4794
5;1;4;1.8399
5;1;4;6.6900
5;1;4;6.3408
5;1;4;5.8114
5;1;4;10.7908
5;1;4;12.3420
5;1;4;2.0840
5;1;4;3.1594
5;1;4;10.2192
5;1;4;2.1166
5;1;4;7.1837
5;1;4;3.8787
5;1;4;21.0567
5;1;4;10.8654
5;1;4;6.2498
5;1;4;18.9339
5;1;4;6.8563
5;1;4;2.0177
5;1;4;12.6296
5;1;4;8.9171
5;1;4;2.7746
5;1;4;8.1611
5;1;4;12.8466
5;1;4;1.9638
5;1;4;12.1777
5;1;4;17.0272
5;1;4;6.3762
5;1;4;10.2450
5;1;4;18.9874
5;1;4;6.5978
5;1;4;3.8544
5;1;4;8.5580
5;1;4;4.3657
5;1;4;7.7864
5;1;4;12.7087
5;1;4;2.0359
5;1;4;5.8537
5;1;4;14.6119
5;1;4;4.3924
5;1;4;19.6609
5;1;4;9.4029
5;1;4;4.8541
5;1;4;17.5382
5;1;4;5.3894
5;1;4;1.4766
5;1;4;11.1976
5;1;4;7.3194
5;1;4;1.7740
5;1;4;17.5639
5;1;4;13.1726
5;1;4;4.0273
5;1;4;6.3401
5;1;4;10.9121
5;1;4;1.8793
5;1;4;10.3568
5;1;4;15.1384
5;1;4;4.5808
5;1;4;8.4241
5;1;4;17.1391
5;1;4;3.1252
5;1;4;3.5474
5;1;4;15.7430
5;1;4;17.4994
5;1;4;7.2414
5;1;4;2.6971
5;1;4;15.3767
5;1;4;3.4359
5;1;4;2.6508
5;1;4;9.0361
5;1;4;5.1634
5;1;4;3.8150
5;1;4;15.4024
5;1;4;11.0111
5;1;4;2.1615
5;1;4;13.5816
5;1;4;20.3916
5;1;4;10.1339
5;1;4;5.5847
5;1;4;18.2688
5;1;4;6.1184
5;1;4;1.4695
5;1;4;11.9283
5;1;4;8.1059
5;1;4;2.0843
5;1;4;18.2948
5;1;4;13.9033
5;1;4;2.2530
5;1;4;16.4737
5;1;4;3.5052
5;1;5;3.6460
5;1;5;6.9616
5;1;5;11.5104
5;1;5;1.8477
5;1;5;10.9783
5;1;5;15.7454
5;1;5;5.1669
5;1;5;9.0455
5;1;5;17.7602
5;1;5;1.8528
5;1;5;3.1919
5;1;5;16.3645
5;1;5;2.2399
5;1;5;14.2030
5;1;5;17.0951
5;1;5;8.3144
5;1;5;2.7193
5;1;5;7.0031
5;1;5;5.7307
5;1;5;6.4630
5;1;5;11.2291
5;1;5;2.6296
5;1;5;4.7119
5;1;5;13.2450
5;1;5;6.5255
5;1;5;3.9250
5;1;5;11.8493
5;1;5;4.3552
5;1;5;9.6919
5;1;5;12.5799
5;1;5;11.0301
5;1;5;2.5419
5;1;5;4.1670
5;1;5;8.5199
5;1;5;3.6321
5;1;5;8.3992
5;1;5;4.2971
5;1;5;2.4312
5;1;5;10.4141
5;1;5;9.3404
5;1;5;6.1538
5;1;5;9.0183
5;1;5;7.0480
5;1;5;6.8568
5;1;5;9.7490
5;1;5;1.1546
5;1;5;9.7446
5;1;5;14.4872
5;1;5;2.7683
5;1;5;13.7500
5;1;5;18.6580
5;1;5;7.9676
5;1;5;11.8049
5;1;5;20.5938
5;1;5;1.7125
5;1;5;5.9825
5;1;5;19.1239
5;1;5;3.9897
5;1;5;16.9634
5;1;5;19.8634
5;1;5;9.0053
5;1;5;1.3801
5;1;5;6.0074
5;1;5;6.8825
5;1;5;5.2694
5;1;5;10.1632
5;1;5;2.3865
5;1;5;3.3679
5;1;5;12.0743
5;1;5;6.9224
5;1;5;3.7744
5;1;5;10.6557
5;1;5;5.0887
5;1;5;8.4949
5;1;5;11.3863
5;1;5;17.7357
5;1;5;7.4894
5;1;5;2.9289
5;1;5;15.6130
5;1;5;3.4855
5;1;5;1.7897
5;1;5;9.2731
5;1;5;5.5320
5;1;5;3.3874
5;1;5;15.6445
5;1;5;11.2543
5;1;5;1.9368
5;1;5;13.8178
5;1;5;1.3782
5;1;5;2.6825
5;1;5;9.5232
5;1;5;0.7630
5;1;5;5.3804
5;1;5;7.4005
5;1;5;4.7515
5;1;5;9.5377
5;1;5;1.8010
5;1;5;2.8188
5;1;5;11.5335
5;1;5;7.5025
5;1;5;3.5992
5;1;5;10.1377
5;1;5;5.6206
5;1;5;7.9762
5;1;5;10.8684
5;1;5;13.2430
5;1;5;3.0556
5;1;5;2.1213
5;1;5;11.1203
5;1;5;1.0591
5;1;5;6.0645
5;1;5;4.8079
5;1;5;1.6042
5;1;5;7.9154
5;1;5;11.1460
5;1;5;6.7547
5;1;5;6.4186
5;1;5;9.3251
5;1;5;4.3052
5;1;5;7.1617
5;1;5;22.0868
5;1;5;11.8345
5;1;5;7.2799
5;1;5;19.9640
5;1;5;7.8329
5;1;5;3.2119
5;1;5;13.6235
5;1;5;9.8033
5;1;5;1.2803
5;1;5;19.9942
5;1;5;15.6024
5;1;5;2.6645
5;1;5;18.1694
5;1;5;4.6497
5;1;5;2.8107
5;1;5;0.8099
5;1;5;9.6415
5;1;5;14.2726
5;1;5;2.5379
5;1;5;13.6582
5;1;5;18.4689
5;1;5;7.8828
5;1;5;11.7255
5;1;5;20.4487
5;1;5;2.0604
5;1;5;5.9507
5;1;5;19.0444
5;1;5;3.4643
5;1;5;16.8829
5;1;5;19.7751
5;1;5;15.0397
5;1;5;4.8249
5;1;5;1.0726
5;1;5;12.9148
5;1;5;1.1134
5;1;5;4.4227
5;1;5;6.6042
5;1;5;2.8280
5;1;5;6.1136
5;1;5;12.9799
5;1;5;8.5905
5;1;5;4.6233
5;1;5;11.1381
5;1;5;2.5375
5;1;5;5.3540
5;1;5;22.1957
5;1;5;11.9660
5;1;5;7.3889
5;1;5;20.0730
5;1;5;7.9641
5;1;5;3.2020
5;1;5;13.7428
5;1;5;9.9921
5;1;5;1.2162
5;1;5;20.1168
5;1;5;15.7297
5;1;5;2.7719
5;1;5;18.2813
5;1;5;4.8567
5;1;5;2.5414
5;1;5;7.3187
5;1;5;2.9620
5;1;5;7.5237
5;1;5;5.1734
5;1;5;6.9786
5;1;5;11.7579
5;1;5;1.7231
5;1;5;5.0459
5;1;5;13.7606
5;1;5;5.4091
5;1;5;2.2654
5;1;5;12.3649
5;1;5;3.3899
5;1;5;10.2034
5;1;5;13.0955
5;1;5;13.8650
5;1;5;3.7316
5;1;5;1.4170
5;1;5;11.7422
5;1;5;0.6442
5;1;5;5.3700
5;1;5;5.4572
5;1;5;1.9548
5;1;5;7.2316
5;1;5;11.7714
5;1;5;7.3832
5;1;5;5.7959
5;1;5;9.9471
5;1;5;3.6900
5;1;5;6.5266
5;1;5;23.2998
5;1;5;13.0901
5;1;5;8.4945
5;1;5;21.1756
5;1;5;9.0865
5;1;5;4.2605
5;1;5;14.8640
5;1;5;11.1214
5;1;5;2.2557
5;1;5;21.2362
5;1;5;16.8513
5;1;5;3.9156
5;1;5;19.3927
5;1;5;5.9914
5;1;5;3.0196
5;1;6;4.8913
5;1;6;7.5715
5;1;6;3.0338
5;1;6;3.3310
5;1;6;8.1267
5;1;6;10.8886
5;1;6;5.7088
5;1;6;1.3975
5;1;6;2.8346
5;1;6;8.5194
5;1;6;14.4393
5;1;6;9.9240
5;1;6;7.0931
5;1;6;17.2328
5;1;6;8.7304
5;1;6;6.2268
5;1;6;2.3135
5;1;6;2.5865
5;1;6;9.1289
5;1;6;1.1334
5;1;6;8.2125
5;1;6;9.9466
5;1;6;5.4358
5;1;6;2.6004
5;1;6;12.7060
5;1;6;4.2388
5;1;6;4.5429
5;1;6;3.7198
5;1;6;18.7903
5;1;6;14.2772
5;1;6;11.4442
5;1;6;21.5674
5;1;6;13.0815
5;1;6;4.3886
5;1;6;12.5636
5;1;6;8.8674
5;1;6;3.0311
5;1;6;7.7877
5;1;6;10.4825
5;1;6;1.1509
5;1;6;8.3933
5;1;6;17.1199
5;1;6;8.9496
5;1;6;12.6265
5;1;6;21.4721
5;1;6;11.7434
5;1;6;7.2305
5;1;6;4.3957
5;1;6;14.5655
5;1;6;6.0587
5;1;6;2.7452
5;1;6;5.5198
5;1;6;1.8716
5;1;6;7.0492
5;1;6;14.4498
5;1;6;18.8993
5;1;6;14.3841
5;1;6;11.5531
5;1;6;21.7080
5;1;6;13.1944
5;1;6;4.4854
5;1;6;12.6725
5;1;6;9.0199
5;1;6;0.6131
5;1;6;21.5872
5;1;6;7.1853
5;1;6;3.9996
5;1;6;1.6652
5;1;6;4.1020
5;1;6;7.0504
5;1;6;1.9838
5;1;6;10.4396
5;1;6;2.2514
5;1;6;5.9470
5;1;6;14.7909
5;1;6;6.7809
5;1;6;7.7580
5;1;6;14.9023
5;1;6;10.5685
5;1;6;6.0546
5;1;6;3.2224
5;1;6;13.3654
5;1;6;4.8597
5;1;6;3.8731
5;1;6;4.3418
5;1;6;0.8188
5;1;6;8.2251
5;1;6;13.2485
5;1;6;1.2290
5;1;6;8.3467
5;1;6;6.5689
5;1;6;20.0029
5;1;6;15.4867
5;1;6;12.6566
5;1;6;22.8311
5;1;6;14.3141
5;1;6;5.6019
5;1;6;13.7773
5;1;6;10.1444
5;1;6;2.2315
5;1;6;22.7035
5;1;6;8.3007
5;1;6;1.6209
5;1;6;16.0137
5;1;6;9.4681
6;2;1;0.5772
6;2;1;1.4964
6;2;1;1.9102
6;2;1;1.4642
6;2;1;0.9663
6;2;1;2.8742
6;2;1;0.9768
6;2;1;0.5495
6;2;1;2.3727
6;2;1;0.8730
6;2;1;1.3072
6;2;1;1.7263
6;2;1;0.7853
6;2;1;2.6836
6;2;1;2.1815
6;2;1;0.9089
6;2;1;0.6047
6;2;1;1.8987
6;2;1;1.0935
6;2;1;0.6887
6;2;1;1.7491
6;2;1;2.6452
6;2;1;3.0452
6;2;1;1.7370
6;2;1;3.9147
6;2;1;3.5640
6;2;1;1.6480
6;2;1;2.9848
6;2;1;3.1940
6;2;1;3.6131
6;2;1;2.2512
6;2;1;4.5705
6;2;1;4.0666
6;2;1;1.9664
6;2;1;3.5977
6;2;1;1.4201
6;2;1;1.7330
6;2;1;1.3145
6;2;1;3.1113
6;2;1;0.8337
6;2;1;0.9974
6;2;1;2.9219
6;2;1;1.5174
6;2;1;4.3431
6;2;1;4.8087
6;2;1;1.8453
6;2;1;1.4102
6;2;1;3.3204
6;2;1;0.9187
6;2;1;0.9524
6;2;1;3.1321
6;2;1;1.4218
6;2;1;4.3587
6;2;1;5.0189
6;2;1;0.7399
6;2;1;0.7119
6;2;1;0.3405
6;2;1;2.1448
6;2;1;0.8692
6;2;1;0.3975
6;2;1;1.9574
6;2;1;0.5723
6;2;1;3.2182
6;2;1;3.8442
6;2;1;1.2261
6;2;1;1.1756
6;2;1;2.6826
6;2;1;2.2563
6;2;1;4.0514
6;2;1;2.1440
6;2;1;1.7815
6;2;1;3.8508
6;2;1;2.3455
6;2;1;5.2237
6;2;1;5.7307
6;2;1;1.5035
6;2;1;1.4015
6;2;1;2.0055
6;2;1;2.4718
6;2;1;2.3989
6;2;1;3.9443
6;2;1;2.4295
6;2;1;2.1200
6;2;1;3.6120
6;2;1;2.6482
6;2;1;4.5289
6;2;1;5.1151
6;2;1;2.0516
6;2;1;1.5481
6;2;1;2.1465
6;2;1;1.3545
6;2;1;1.0650
6;2;1;1.4740
6;2;1;1.7097
6;2;1;2.4039
6;2;1;1.9591
6;2;1;1.3078
6;2;1;1.6709
6;2;1;2.1499
6;2;1;2.3669
6;2;1;2.7546
6;2;1;2.8376
6;2;1;1.6817
6;2;1;3.6506
6;2;1;2.9141
6;2;2;0.6965
